time,tavg,tmin,tmax,Humidity (%),WindSpeed,Precipitation
29-12-2021,19.3,17.8,21.5,61.35474368,7.351569459,8.95
30-12-2021,19.3,16.3,24.1,56.47086869,8.969824869,13.44
31-12-2021,18.3,14.8,24,53.91158294,14.10069118,0
01-01-2022,17.6,12.7,23.1,62.63969011,9.036242582,1.7
02-01-2022,17.3,12,23,65.94987399,5.383692487,33.76
03-01-2022,16.7,11.6,23.8,76.25915166,12.88134268,8.09
04-01-2022,17.1,10.6,25.1,67.77331456,16.14063626,22.74
05-01-2022,18.5,12.9,25.5,66.30558804,21.9676564,6.21
06-01-2022,19.1,13.8,26.5,79.84727563,19.0654652,8.14
07-01-2022,19.7,14,27.1,70.81029272,21.24926329,27.35
08-01-2022,19.7,14.1,27.3,83.831584,13.44043254,4.04
09-01-2022,20,15.1,27.7,73.83879497,13.77477693,25.07
10-01-2022,19.9,16.4,23.3,69.59744873,12.11890999,20.88
11-01-2022,19.4,16.9,22,72.25730306,20.56237764,6.2
12-01-2022,18.7,16.4,22.1,83.22426829,16.65134787,0
13-01-2022,18.9,14.8,24.7,74.30024322,13.04722212,23.68
14-01-2022,18.9,16.1,23,80.11949753,16.08107378,2.67
15-01-2022,18.8,15.5,23.8,68.51123329,17.70876584,7.63
16-01-2022,18,13.5,23.4,70.24495853,21.87647638,3.88
17-01-2022,17.1,11.4,23.4,72.74936436,12.05106876,0
18-01-2022,16.4,10.6,23.2,80.81847361,14.52143753,12.29
19-01-2022,16.6,10.2,23.3,75.74637524,20.58936457,0
20-01-2022,16.4,10.8,23.7,67.64008156,14.63761997,21.33
21-01-2022,18.1,11.1,26,76.24769776,18.1495152,21.75
22-01-2022,19.5,13.9,26.8,77.71580882,16.79285322,10.32
23-01-2022,19.6,16.7,23.9,79.71581282,13.83608268,0
24-01-2022,20.2,16.1,25.7,76.88434899,18.05540926,20.19
25-01-2022,18.5,14.4,23.6,78.06201158,16.44360893,0
26-01-2022,18.5,14.6,24,74.84382283,16.24362733,11.83
27-01-2022,16.3,11.7,22.2,68.11416743,19.57329941,31.37
28-01-2022,14.9,9.2,21.6,67.07221612,19.21370748,16.54
29-01-2022,16,8.4,23,84.55933163,12.0503849,2.46
30-01-2022,16.6,9.7,25.2,79.96167536,18.42630775,0
31-01-2022,18.1,11.1,27.4,71.60090459,19.86804249,49.1
01-02-2022,18.9,12.1,27.5,83.55941928,19.7334193,5.78
02-02-2022,20.2,12.7,28.8,73.20944806,12.9615208,8.87
03-02-2022,21.2,13.2,29,71.94365842,19.67747508,4.18
04-02-2022,20.4,15.1,25.6,83.68918915,19.53626273,0
05-02-2022,17.7,13.1,24.3,78.02262332,21.24597039,0
06-02-2022,17.3,10.3,25.5,71.63066278,13.47583245,3.03
07-02-2022,18.3,11.7,26.9,75.55757578,20.91508352,10.54
08-02-2022,18.9,11.4,27.5,73.76307325,17.02116592,0
09-02-2022,21.1,13.5,28.3,84.97373934,13.52310455,0
10-02-2022,21.2,17.2,26.1,70.23589918,13.82532043,15.73
11-02-2022,18.9,13,25.4,79.92495865,19.34411245,11.53
12-02-2022,17.9,11.3,25.8,83.50922006,17.98956605,34.28
13-02-2022,17.5,9.7,26.1,78.88517048,19.77185497,9.96
14-02-2022,18.4,10.6,27.5,82.8169535,21.53504298,0
15-02-2022,19.6,12.6,28.1,73.41703772,17.79198259,31.13
16-02-2022,21.1,13.4,28.9,82.21853467,12.6437214,31.68
17-02-2022,21.7,16.1,29.2,74.81939798,13.87526353,0
18-02-2022,21.7,14.9,29.6,77.82163251,19.39206619,19.84
19-02-2022,22.7,14.5,30.4,81.71418047,12.98875796,33.39
20-02-2022,24.4,18.6,31.2,76.70589187,13.09779795,36.65
21-02-2022,22.2,14.1,29.9,76.7969594,19.37988202,32.04
22-02-2022,21,13,29.6,79.12329192,20.21981537,16.52
23-02-2022,21.9,14.4,31.2,74.29235027,18.41815436,11.15
24-02-2022,24.4,18.2,32.5,83.38173655,20.99895444,3
25-02-2022,24.8,18.1,32.8,79.72545163,14.44131014,2.32
26-02-2022,24.4,17.8,32.1,82.1622235,17.40054607,0
27-02-2022,25,17.6,33.2,75.92896655,21.02263215,18.98
28-02-2022,24.6,17.8,32.3,76.39017443,15.92589785,9.25
01-03-2022,25.3,18.1,32.8,70.27032094,16.26446043,5.78
02-03-2022,25.3,17.9,33,81.36066655,19.26729942,9.76
03-03-2022,25.1,17.7,33,77.08327198,18.65103462,28.56
04-03-2022,25.1,17.5,33.6,71.32016407,14.37658914,22.48
05-03-2022,25.6,18.4,33.6,83.23372385,13.76707646,0
06-03-2022,25.1,16.9,33,79.62288398,17.68006681,48.63
07-03-2022,25.3,17.5,33.5,80.97599225,19.48746634,28.89
08-03-2022,25.5,18.4,33.6,66.82427683,13.62989993,4.56
09-03-2022,25.3,16.9,33.9,72.61613187,21.54120453,12.05
10-03-2022,26.1,17.5,35.1,66.31470088,15.87568681,10.34
11-03-2022,26.6,18.1,34.7,68.60286495,12.70835938,0
12-03-2022,26.8,19.8,34.7,71.37106305,18.35764175,6.31
13-03-2022,25.8,18.2,34.3,75.1306746,18.71371789,0
14-03-2022,26.2,17.6,35.1,82.29939924,16.60056093,25.8
15-03-2022,27.5,18.5,36.4,75.21657166,21.23523958,0
16-03-2022,28.1,21,36.6,84.35503586,13.03763693,2.24
17-03-2022,29.3,21,37.9,81.72744823,14.76370405,0
18-03-2022,29.6,21.5,37.8,82.4654784,12.5430557,38.61
19-03-2022,30.1,24.2,37,65.7227503,21.4005768,23.92
20-03-2022,29.9,22.1,38.1,84.13344501,17.73587661,19.53
21-03-2022,30.4,24,37.7,84.07988006,13.7270893,28.49
22-03-2022,30.3,23.8,38.3,77.64734566,16.4038753,12.64
23-03-2022,29.4,21.7,38,79.63453063,20.82086379,9.74
24-03-2022,29.4,20.4,38.5,83.75835955,14.62976719,10.1
25-03-2022,30.7,23.9,38.2,70.94846553,14.1653815,4.98
26-03-2022,32,26.4,38.6,79.93959575,16.59156093,22.42
27-03-2022,30.1,21.3,38.4,82.54353284,17.84679402,26.4
28-03-2022,29.4,20.8,38.3,81.44385644,21.96051483,22.22
29-03-2022,30.1,19.9,39.9,75.28440511,17.34492957,5.32
30-03-2022,30.2,21.5,40,74.21066666,12.63685316,3.52
31-03-2022,31.2,22.5,40.4,74.15477721,20.40096309,45.56
01-04-2022,31.8,24.6,40.6,82.26165473,12.50497217,6.55
02-04-2022,32,24.8,40.3,73.74781638,17.52104224,33.07
03-04-2022,31.5,24.7,40.2,67.12343582,14.41115576,6.1
04-04-2022,31.8,25.1,40.6,82.48111257,14.19522229,6.48
05-04-2022,31.8,24.6,40.5,57.07219828,5.867627853,5.17
06-04-2022,31.7,25,40.1,69.01872141,8.586928027,10.65
07-04-2022,31.9,24.2,39.9,67.32581744,13.69347396,4.93
08-04-2022,32.6,25.6,40.5,67.10545026,5.373110222,0.02
09-04-2022,33,25.8,40.6,52.76639282,13.95963273,15.02
10-04-2022,33.5,25.3,41.4,58.16469733,8.276357044,4.17
11-04-2022,33.5,26.2,42.2,58.31082998,6.010009795,1.83
12-04-2022,33.6,24.5,41.6,57.44296553,7.262324783,6.11
13-04-2022,33.9,26.2,41.8,53.43182165,7.22784159,0
14-04-2022,34.6,28.9,41.4,64.36771891,11.18105111,7.06
15-04-2022,34,26.7,41.1,69.13940323,14.94501098,0
16-04-2022,33.2,25.5,41.1,69.92372382,11.62462439,6.3
17-04-2022,33.1,25.8,41.2,61.08958535,12.22023855,10.97
18-04-2022,33.4,25,42.1,60.25756525,14.97579699,0
19-04-2022,34,24.8,42.6,69.9848493,11.10302894,3.61
20-04-2022,34,26.2,42.2,50.48607122,6.067934849,4.77
21-04-2022,31.7,26.4,39.8,68.29532676,10.27295171,7.77
22-04-2022,32.6,26.8,39.7,57.95752952,13.79929731,5.58
23-04-2022,33.4,25.9,40.7,61.56514494,10.63618443,3.44
24-04-2022,34.1,27,41.7,52.29518672,9.67599979,9.78
25-04-2022,33.3,23.8,41.6,59.15544599,9.804322793,4.13
26-04-2022,33.3,24.4,41.9,64.72727061,10.04237353,0
27-04-2022,33.7,26.1,42.1,62.99843953,6.610331206,0
28-04-2022,34.3,26,42.9,60.08838802,8.75071741,8.92
29-04-2022,34.4,26.4,42.7,59.19883363,14.05492408,10.31
30-04-2022,35,27,43.6,51.0782452,11.9160638,3.87
01-05-2022,32.1,26.4,41.2,63.88989191,9.38549304,0
02-05-2022,31.5,27.4,40.3,55.66220187,13.57365199,0.26
03-05-2022,32.5,26.8,41.3,60.13872775,11.68000282,9.73
04-05-2022,30.4,25.6,37.2,69.2362824,5.250729378,5.75
05-05-2022,30.5,25.3,36.4,66.11960946,7.577071702,0
06-05-2022,31.4,25.3,38,68.88933407,11.17604455,5.51
07-05-2022,31.9,25.8,38.8,59.4365536,14.64540636,2.75
08-05-2022,31.9,25.6,38.2,64.92303359,6.452574932,7.43
09-05-2022,31.3,24.8,37.7,52.49778867,8.949404931,0.81
10-05-2022,30.5,26.8,37.1,54.6203741,7.620035461,9.65
11-05-2022,29.6,26.4,34.6,68.20516096,7.407463275,1.76
12-05-2022,31.2,26.8,36.6,57.57144199,13.37803032,0
13-05-2022,33.3,27.2,39.9,52.69584703,10.25370181,0
14-05-2022,34.2,27.8,42,66.68782216,13.6373842,4.26
15-05-2022,32.9,28.1,41.9,61.92073315,13.7182773,3.68
16-05-2022,33.7,27.8,41.5,54.25329376,11.73960747,0.58
17-05-2022,33.1,28.2,39.6,50.30268856,6.850377632,0
18-05-2022,32.3,28.1,38.3,53.20904297,11.00271576,8.76
19-05-2022,31.8,27.9,37.8,55.61384553,7.104275882,11.15
20-05-2022,33.4,27.4,39.9,57.44101068,7.571667813,0
21-05-2022,32.5,28.1,41.5,66.82861943,5.086336031,7.36
22-05-2022,31,25.8,38.9,60.13710079,5.128547884,6.11
23-05-2022,30.8,25.5,36.3,65.42657583,7.411705596,0
24-05-2022,30.2,25.4,36.7,54.55638217,9.031770379,4.87
25-05-2022,29.8,24.7,36,54.67708765,14.51052866,17.23
26-05-2022,,,,67.27446109,14.28945023,0
27-05-2022,,,,66.61890521,12.29602783,9.76
28-05-2022,31,25.4,37.2,67.90034546,9.979186961,2.8
29-05-2022,32.1,26.3,39.2,66.89749432,12.5911079,1.61
30-05-2022,32.5,28.1,38,60.52145999,6.832372398,9.36
31-05-2022,33.3,26.9,39.8,64.98617971,11.06444891,0
01-06-2022,32.3,26.9,39.7,68.11893826,6.2792024,3.45
02-06-2022,33,27.3,40.9,57.04644792,9.823520238,2.35
03-06-2022,33,27.7,39.9,59.59332517,7.49404648,0
04-06-2022,32,28,39.5,58.04142018,7.563055622,9.2
05-06-2022,30.9,27,39.3,58.10727631,8.736476176,5.37
06-06-2022,30.8,26.3,37.3,54.53295948,6.38093142,14.35
07-06-2022,32.4,27.5,39.9,64.33714159,5.327306948,3.76
08-06-2022,33,27.1,40.7,57.66288367,12.69332799,2.46
09-06-2022,32.3,28.4,38.6,57.04250453,13.90781628,1.34
10-06-2022,33.2,29.3,39.1,60.15764381,6.610140749,1.58
11-06-2022,33.2,28.2,39.8,63.48090814,7.368017317,10.6
12-06-2022,33.4,28,40.2,53.4979049,5.293193294,0.18
13-06-2022,32.4,28.5,38.4,56.52969207,7.718112248,5.28
14-06-2022,33.2,28.4,39.9,61.43561664,14.53938715,1.26
15-06-2022,30.2,27.6,34.2,67.83860577,14.81243038,0
16-06-2022,30.4,27,36.3,56.72626752,8.844985348,4.63
17-06-2022,28.5,26.8,33.5,62.45713052,6.438894002,0
18-06-2022,28.2,26.3,32.2,53.72922482,9.974382264,4.24
19-06-2022,27.7,26.3,31.9,67.97165678,11.53860066,0.72
20-06-2022,28.1,26.3,31.6,58.40035786,6.341357324,1.04
21-06-2022,27.8,25.3,32.1,58.45327894,12.6427994,2.37
22-06-2022,28,24.6,33.2,62.03630137,14.76616046,3.11
23-06-2022,28.5,25.8,31.7,50.80204841,7.745091727,1.97
24-06-2022,27.5,25.8,30.6,56.97537463,11.30303155,5.62
25-06-2022,27.8,25.7,31,67.0658857,10.5153196,3.04
26-06-2022,28.6,25.3,32.9,59.45812492,6.321495676,17.02
27-06-2022,29.8,26.1,33.9,61.29440166,14.13729327,0
28-06-2022,30,26.4,34,60.5451709,5.372358928,0
29-06-2022,29.5,26.5,33.7,58.01127578,11.98811685,1.07
30-06-2022,27.9,25.9,31.3,55.4179319,14.48918003,0
01-07-2022,28.4,25.9,32,56.2702531,13.87763666,9
02-07-2022,28.3,26.1,32.4,54.37477217,11.11168036,11.75
03-07-2022,27.5,26.1,31.1,55.32557587,9.080611852,0.99
04-07-2022,28.4,25.5,32.5,62.88836673,5.873705112,5.57
05-07-2022,28.3,26,32.2,59.34109398,6.911729234,5.05
06-07-2022,27.8,25.9,30.8,56.24277277,13.82176832,0.72
07-07-2022,29.3,25.8,34.4,51.4877452,13.26125487,6.09
08-07-2022,28.9,25.9,34.3,66.08244917,6.247893065,7.15
09-07-2022,29,26.1,33.1,69.87793459,14.23612416,0
10-07-2022,29,26.3,33.3,60.41533461,5.375186122,0
11-07-2022,29,26.1,33.1,63.19644707,9.287864604,1.54
12-07-2022,29.1,26.8,32.2,63.62383176,11.28153272,1.4
13-07-2022,29.2,26.8,32.8,67.21265328,11.5935578,3.39
14-07-2022,28,26.5,30.5,67.15819769,8.440956158,0
15-07-2022,27.7,25.8,31.6,53.19598405,6.602512395,0
16-07-2022,27.9,25.7,31.9,55.41300088,5.666031421,1.19
17-07-2022,28.7,26.4,32,64.44105322,13.39170861,0
18-07-2022,28.6,25.6,32.5,61.65012097,13.52329793,8.98
19-07-2022,29.1,26.3,31.9,66.41820046,12.24734744,8.2
20-07-2022,29.2,26,32.8,68.92452449,13.97381395,6.05
21-07-2022,28.6,26,32.5,56.50339946,9.281775205,8.1
22-07-2022,27.8,26.2,31.8,65.02013839,9.556209779,0.86
23-07-2022,27.6,25.7,30.7,54.40528993,6.386425959,0.81
24-07-2022,27.2,25.5,29.8,65.88924394,7.245072306,5.01
25-07-2022,27.6,25,31,50.79772819,14.7796714,6.88
26-07-2022,28.4,25.5,32.2,54.51009288,13.56406818,4.81
27-07-2022,28.6,25.7,32.1,56.1482569,7.036926292,4.46
28-07-2022,28.9,26,31.8,58.19536338,6.24542248,4.75
29-07-2022,28.6,25.8,32.5,67.52285013,13.11346773,7.87
30-07-2022,28.9,26.2,34,60.59078827,6.404705867,8.45
31-07-2022,28.6,25.9,32.8,65.16901617,11.43987698,1.83
01-08-2022,28.8,26.1,33,55.68985455,11.68776978,6.13
02-08-2022,28.9,25.7,33.4,57.63049955,12.44518939,0
03-08-2022,28.5,26.5,31.3,51.53526589,12.26118282,0
04-08-2022,28.2,26,31.6,53.00824861,6.821093631,1.25
05-08-2022,28.8,25.6,32.5,57.95200071,7.96422977,0
06-08-2022,28.9,26.5,32.8,69.88467233,6.369887509,11.76
07-08-2022,28.5,26.3,31.9,63.73379152,8.104712172,1.52
08-08-2022,29,26.4,33.6,52.72055888,6.953257696,4.86
09-08-2022,28,26.7,31.1,59.15401356,6.955699857,4.05
10-08-2022,26.5,25.9,27.8,50.74745136,6.392556927,0
11-08-2022,26.3,25.1,28,56.85036927,13.31431109,4.45
12-08-2022,26.4,24.8,30.6,57.65701391,6.339447932,3.17
13-08-2022,27.3,25.2,31.1,57.54606598,12.32096515,10.82
14-08-2022,26.8,25.1,29.1,59.22194232,7.622313229,0.23
15-08-2022,27.3,25.6,29.7,56.76730574,10.45799936,6.11
16-08-2022,28.6,24.6,33.3,62.74622995,5.266156493,5.9
17-08-2022,29,24.8,33.3,56.58459383,9.424784552,0
18-08-2022,28.3,25.9,33.1,63.3204261,10.47461891,0
19-08-2022,27,25.4,29.9,55.44399469,5.490318717,3.18
20-08-2022,25.8,25.2,26.4,69.1941968,14.98068533,9.24
21-08-2022,27.1,25.1,31.1,64.35187887,6.153440504,4.55
